name,code
"avocado and soyabean oil, unsaponifiables",M01AX26
"feprazone, combinations",M01AX68
antiinflammatory/antirheumatic agents in combination,M01B
antiinflammatory/antirheumatic agents in combination with corticosteroids,M01BA
phenylbutazone and corticosteroids,M01BA01
dipyrocetyl and corticosteroids,M01BA02
acetylsalicylic acid and corticosteroids,M01BA03
other antiinflammatory/antirheumatic agents in combination with other drugs,M01BX
specific antirheumatic agents,M01C
quinolines,M01CA
oxycinchophen,M01CA03
gold preparations,M01CB
sodium aurothiomalate,M01CB01
sodium aurotiosulfate,M01CB02
auranofin,M01CB03
aurothioglucose,M01CB04
aurotioprol,M01CB05
penicillamine and similar agents,M01CC
penicillamine,M01CC01
bucillamine,M01CC02
other specific antirheumatic agents,M01CX
butylpyrazolidines,M01AA
phenylbutazone,M01AA01
mofebutazone,M01AA02
oxyphenbutazone,M01AA03
clofezone,M01AA05
kebuzone,M01AA06
topical products for joint and muscular pain,M02
topical products for joint and muscular pain,M02A
capsaicin and similar agents,M02AB
capsaicin,M02AB01
zucapsaicin,M02AB02
preparations with salicylic acid derivatives,M02AC
other topical products for joint and muscular pain,M02AX
tolazoline,M02AX02
dimethyl sulfoxide,M02AX03
idrocilamide,M02AX05
tolperisone,M02AX06
various,M02AX10
"antiinflammatory preparations, non-steroids for topical use",M02AA
phenylbutazone,M02AA01
mofebutazone,M02AA02
clofezone,M02AA03
oxyphenbutazone,M02AA04
benzydamine,M02AA05
etofenamate,M02AA06
piroxicam,M02AA07
felbinac,M02AA08
bufexamac,M02AA09
ketoprofen,M02AA10
bendazac,M02AA11
naproxen,M02AA12
ibuprofen,M02AA13
fentiazac,M02AA14
diclofenac,M02AA15
feprazone,M02AA16
niflumic acid,M02AA17
meclofenamic acid,M02AA18
flurbiprofen,M02AA19
tolmetin,M02AA21
suxibuzone,M02AA22
indometacin,M02AA23
nifenazone,M02AA24
aceclofenac,M02AA25
nimesulide,M02AA26
dexketoprofen,M02AA27
piketoprofen,M02AA28
esflurbiprofen,M02AA29
muscle relaxants,M03
"muscle relaxants, peripherally acting agents",M03A
choline derivatives,M03AB
suxamethonium,M03AB01
other quaternary ammonium compounds,M03AC
pancuronium,M03AC01
gallamine,M03AC02
vecuronium,M03AC03
atracurium,M03AC04
hexafluronium,M03AC05
pipecuronium bromide,M03AC06
doxacurium chloride,M03AC07
fazadinium bromide,M03AC08
rocuronium bromide,M03AC09
mivacurium chloride,M03AC10
cisatracurium,M03AC11
"other muscle relaxants, peripherally acting agents",M03AX
botulinum toxin,M03AX01
"muscle relaxants, centrally acting agents",M03B
carbamic acid esters,M03BA
phenprobamate,M03BA01
carisoprodol,M03BA02
methocarbamol,M03BA03
styramate,M03BA04
febarbamate,M03BA05
"phenprobamate, combinations excl. psycholeptics",M03BA51
"carisoprodol, combinations excl. psycholeptics",M03BA52
"methocarbamol, combinations excl. psycholeptics",M03BA53
"phenprobamate, combinations with psycholeptics",M03BA71
"carisoprodol, combinations with psycholeptics",M03BA72
"methocarbamol, combinations with psycholeptics",M03BA73
"oxazol, thiazine, and triazine derivatives",M03BB
chlormezanone,M03BB02
chlorzoxazone,M03BB03
"chlormezanone, combinations excl. psycholeptics",M03BB52
"chlorzoxazone, combinations excl. psycholeptics",M03BB53
"chlormezanone, combinations with psycholeptics",M03BB72
"chlorzoxazone, combinations with psycholeptics",M03BB73
"ethers, chemically close to antihistamines",M03BC
orphenadrine (citrate),M03BC01
"orphenadrine, combinations",M03BC51
other centrally acting agents,M03BX
baclofen,M03BX01
tizanidine,M03BX02
pridinol,M03BX03
tolperisone,M03BX04
thiocolchicoside,M03BX05
mephenesin,M03BX06
tetrazepam,M03BX07
cyclobenzaprine,M03BX08
eperisone,M03BX09
fenyramidol,M03BX30
"thiocolchicoside, combinations",M03BX55
"muscle relaxants, directly acting agents",M03C
dantrolene and derivatives,M03CA
dantrolene,M03CA01
curare alkaloids,M03AA
alcuronium,M03AA01
tubocurarine,M03AA02
dimethyltubocurarine,M03AA04
antigout preparations,M04
antigout preparations,M04A
preparations increasing uric acid excretion,M04AB
probenecid,M04AB01
sulfinpyrazone,M04AB02
benzbromarone,M04AB03
isobromindione,M04AB04
lesinurad,M04AB05
preparations with no effect on uric acid metabolism,M04AC
colchicine,M04AC01
cinchophen,M04AC02
other antigout preparations,M04AX
urate oxidase,M04AX01
pegloticase,M04AX02
preparations inhibiting uric acid production,M04AA
allopurinol,M04AA01
tisopurine,M04AA02
febuxostat,M04AA03
"allopurinol, combinations",M04AA51
drugs for treatment of bone diseases,M05
drugs affecting bone structure and mineralization,M05B
bisphosphonates,M05BA
etidronic acid,M05BA01
clodronic acid,M05BA02
pamidronic acid,M05BA03
alendronic acid,M05BA04
tiludronic acid,M05BA05
ibandronic acid,M05BA06
risedronic acid,M05BA07
zoledronic acid,M05BA08
"bisphosphonates, combinations",M05BB
"etidronic acid and calcium, sequential",M05BB01
"risedronic acid and calcium, sequential",M05BB02
alendronic acid and colecalciferol,M05BB03
"risedronic acid, calcium and colecalciferol, sequential",M05BB04
"alendronic acid, calcium and colecalciferol, sequential",M05BB05
"alendronic acid and alfacalcidol, sequential",M05BB06
risedronic acid and colecalciferol,M05BB07
"zoledronic acid, calcium and colecalciferol, sequential",M05BB08
ibandronic acid and colecalciferol,M05BB09
bone morphogenetic proteins,M05BC
dibotermin alfa,M05BC01
eptotermin alfa,M05BC02
other drugs affecting bone structure and mineralization,M05BX
ipriflavone,M05BX01
aluminium chlorohydrate,M05BX02
strontium ranelate,M05BX03
denosumab,M05BX04
burosumab,M05BX05
romosozumab,M05BX06
strontium ranelate and colecalciferol,M05BX53
other drugs for disorders of the musculo-skeletal system,M09
other drugs for disorders of the musculo-skeletal system,M09A
enzymes,M09AB
chymopapain,M09AB01
collagenase clostridium histolyticum,M09AB02
bromelains,M09AB03
"trypsin, combinations",M09AB52
other drugs for disorders of the musculo-skeletal system,M09AX
hyaluronic acid,M09AX01
"chondrocytes, autologous",M09AX02
ataluren,M09AX03
drisapersen,M09AX04
aceneuramic acid,M09AX05
eteplirsen,M09AX06
nusinersen,M09AX07
golodirsen,M09AX08
onasemnogene abeparvovec,M09AX09
risdiplam,M09AX10
palovarotene,M09AX11
quinine and derivatives,M09AA
hydroquinine,M09AA01
"quinine, combinations with psycholeptics",M09AA72
nervous system,N
anesthetics,N01
"anesthetics, general",N01A
halogenated hydrocarbons,N01AB
halothane,N01AB01
chloroform,N01AB02
enflurane,N01AB04
trichloroethylene,N01AB05
isoflurane,N01AB06
desflurane,N01AB07
sevoflurane,N01AB08
"barbiturates, plain",N01AF
methohexital,N01AF01
hexobarbital,N01AF02
thiopental,N01AF03
barbiturates in combination with other drugs,N01AG
narcobarbital,N01AG01
opioid anesthetics,N01AH
fentanyl,N01AH01
alfentanil,N01AH02
sufentanil,N01AH03
phenoperidine,N01AH04
anileridine,N01AH05
remifentanil,N01AH06
"fentanyl, combinations",N01AH51
other general anesthetics,N01AX
ketamine,N01AX03
propanidid,N01AX04
alfaxalone,N01AX05
etomidate,N01AX07
propofol,N01AX10
sodium oxybate,N01AX11
nitrous oxide,N01AX13
esketamine,N01AX14
xenon,N01AX15
"nitrous oxide, combinations",N01AX63
"anesthetics, local",N01B
esters of aminobenzoic acid,N01BA
metabutethamine,N01BA01
procaine,N01BA02
tetracaine,N01BA03
chloroprocaine,N01BA04
benzocaine,N01BA05
"procaine, combinations",N01BA52
"tetracaine, combinations",N01BA53
amides,N01BB
bupivacaine,N01BB01
lidocaine,N01BB02
mepivacaine,N01BB03
prilocaine,N01BB04
butanilicaine,N01BB05
cinchocaine,N01BB06
etidocaine,N01BB07
articaine,N01BB08
ropivacaine,N01BB09
levobupivacaine,N01BB10
combinations,N01BB20
"bupivacaine, combinations",N01BB51
"lidocaine, combinations",N01BB52
"mepivacaine, combinations",N01BB53
"prilocaine, combinations",N01BB54
"etidocaine, combinations",N01BB57
"articaine, combinations",N01BB58
bupivacaine and meloxicam,N01BB59
esters of benzoic acid,N01BC
cocaine,N01BC01
other local anesthetics,N01BX
ethyl chloride,N01BX01
dyclonine,N01BX02
phenol,N01BX03
capsaicin,N01BX04
ethers,N01AA
diethyl ether,N01AA01
vinyl ether,N01AA02
analgesics,N02
opioids,N02A
phenylpiperidine derivatives,N02AB
ketobemidone,N02AB01
pethidine,N02AB02
fentanyl,N02AB03
"pethidine, combinations excl. psycholeptics",N02AB52
"pethidine, combinations with psycholeptics",N02AB72
diphenylpropylamine derivatives,N02AC
dextromoramide,N02AC01
piritramide,N02AC03
dextropropoxyphene,N02AC04
bezitramide,N02AC05
"methadone, combinations excl. psycholeptics",N02AC52
"dextropropoxyphene, combinations excl. psycholeptics",N02AC54
"dextropropoxyphene, combinations with psycholeptics",N02AC74
benzomorphan derivatives,N02AD
pentazocine,N02AD01
phenazocine,N02AD02
oripavine derivatives,N02AE
buprenorphine,N02AE01
morphinan derivatives,N02AF
butorphanol,N02AF01
nalbuphine,N02AF02
opioids in combination with antispasmodics,N02AG
morphine and antispasmodics,N02AG01
ketobemidone and antispasmodics,N02AG02
pethidine and antispasmodics,N02AG03
hydromorphone and antispasmodics,N02AG04
opioids in combination with non-opioid analgesics,N02AJ
dihydrocodeine and paracetamol,N02AJ01
dihydrocodeine and acetylsalicylic acid,N02AJ02
dihydrocodeine and other non-opioid analgesics,N02AJ03
codeine and paracetamol,N02AJ06
codeine and acetylsalicylic acid,N02AJ07
codeine and ibuprofen,N02AJ08
codeine and other non-opioid analgesics,N02AJ09
tramadol and paracetamol,N02AJ13
tramadol and dexketoprofen,N02AJ14
tramadol and other non-opioid analgesics,N02AJ15
oxycodone and paracetamol,N02AJ17
oxycodone and acetylsalicylic acid,N02AJ18
oxycodone and ibuprofen,N02AJ19
other opioids,N02AX
tilidine,N02AX01
tramadol,N02AX02
dezocine,N02AX03
meptazinol,N02AX05
tapentadol,N02AX06
other analgesics and antipyretics,N02B
salicylic acid and derivatives,N02BA
acetylsalicylic acid,N02BA01
aloxiprin,N02BA02
choline salicylate,N02BA03
sodium salicylate,N02BA04
salicylamide,N02BA05
salsalate,N02BA06
ethenzamide,N02BA07
morpholine salicylate,N02BA08
dipyrocetyl,N02BA09
benorilate,N02BA10
diflunisal,N02BA11
potassium salicylate,N02BA12
guacetisal,N02BA14
carbasalate calcium,N02BA15
imidazole salicylate,N02BA16
"acetylsalicylic acid, combinations excl. psycholeptics",N02BA51
"salicylamide, combinations excl. psycholeptics",N02BA55
"ethenzamide, combinations excl. psycholeptics",N02BA57
"dipyrocetyl, combinations excl. psycholeptics",N02BA59
carbasalate calcium combinations excl. psycholeptics,N02BA65
"acetylsalicylic acid, combinations with psycholeptics",N02BA71
"salicylamide, combinations with psycholeptics",N02BA75
"ethenzamide, combinations with psycholeptics",N02BA77
"dipyrocetyl, combinations with psycholeptics",N02BA79
pyrazolones,N02BB
phenazone,N02BB01
metamizole sodium,N02BB02
aminophenazone,N02BB03
propyphenazone,N02BB04
nifenazone,N02BB05
"phenazone, combinations excl. psycholeptics",N02BB51
"metamizole sodium, combinations excl. psycholeptics",N02BB52
"aminophenazone, combinations excl. psycholeptics",N02BB53
"propyphenazone, combinations excl. psycholeptics",N02BB54
"phenazone, combinations with psycholeptics",N02BB71
"metamizole sodium, combinations with psycholeptics",N02BB72
"aminophenazone, combinations with psycholeptics",N02BB73
"propyphenazone, combinations with psycholeptics",N02BB74
anilides,N02BE
paracetamol,N02BE01
phenacetin,N02BE03
bucetin,N02BE04
propacetamol,N02BE05
"paracetamol, combinations excl. psycholeptics",N02BE51
"phenacetin, combinations excl. psycholeptics",N02BE53
"bucetin, combinations excl. psycholeptics",N02BE54
"paracetamol, combinations with psycholeptics",N02BE71
"phenacetin, combinations with psycholeptics",N02BE73
"bucetin, combinations with psycholeptics",N02BE74
other analgesics and antipyretics,N02BG
rimazolium,N02BG02
glafenine,N02BG03
floctafenine,N02BG04
viminol,N02BG05
nefopam,N02BG06
flupirtine,N02BG07
ziconotide,N02BG08
methoxyflurane,N02BG09
cannabinoids,N02BG10
mirogabalin,N02BG11
antimigraine preparations,N02C
ergot alkaloids,N02CA
dihydroergotamine,N02CA01
ergotamine,N02CA02
methysergide,N02CA04
lisuride,N02CA07
"dihydroergotamine, combinations",N02CA51
"ergotamine, combinations excl. psycholeptics",N02CA52
"ergotamine, combinations with psycholeptics",N02CA72
corticosteroid derivatives,N02CB
flumedroxone,N02CB01
selective serotonin (5ht<n>1</n>) agonists,N02CC
sumatriptan,N02CC01
naratriptan,N02CC02
zolmitriptan,N02CC03
rizatriptan,N02CC04
almotriptan,N02CC05
eletriptan,N02CC06
frovatriptan,N02CC07
calcitonin gene-related peptide (cgrp) antagonists,N02CD
erenumab,N02CD01
galcanezumab,N02CD02
fremanezumab,N02CD03
other antimigraine preparations,N02CX
pizotifen,N02CX01
clonidine,N02CX02
iprazochrome,N02CX03
dimetotiazine,N02CX05
oxetorone,N02CX06
natural opium alkaloids,N02AA
morphine,N02AA01
opium,N02AA02
hydromorphone,N02AA03
nicomorphine,N02AA04
oxycodone,N02AA05
dihydrocodeine,N02AA08
papaveretum,N02AA10
oxymorphone,N02AA11
"morphine, combinations",N02AA51
hydromorphone and naloxone,N02AA53
oxycodone and naloxone,N02AA55
oxycodone and naltrexone,N02AA56
"dihydrocodeine, combinations",N02AA58
"codeine, combinations excl. psycholeptics",N02AA59
"codeine, combinations with psycholeptics",N02AA79
antiepileptics,N03
antiepileptics,N03A
hydantoin derivatives,N03AB
ethotoin,N03AB01
phenytoin,N03AB02
amino(diphenylhydantoin) valeric acid,N03AB03
mephenytoin,N03AB04
fosphenytoin,N03AB05
"phenytoin, combinations",N03AB52
"mephenytoin, combinations",N03AB54
oxazolidine derivatives,N03AC
paramethadione,N03AC01
trimethadione,N03AC02
ethadione,N03AC03
succinimide derivatives,N03AD
ethosuximide,N03AD01
phensuximide,N03AD02
mesuximide,N03AD03
"ethosuximide, combinations",N03AD51
benzodiazepine derivatives,N03AE
clonazepam,N03AE01
carboxamide derivatives,N03AF
carbamazepine,N03AF01
oxcarbazepine,N03AF02
rufinamide,N03AF03
eslicarbazepine,N03AF04
fatty acid derivatives,N03AG
valproic acid,N03AG01
valpromide,N03AG02
aminobutyric acid,N03AG03
vigabatrin,N03AG04
progabide,N03AG05
tiagabine,N03AG06
other antiepileptics,N03AX
sultiame,N03AX03
phenacemide,N03AX07
lamotrigine,N03AX09
felbamate,N03AX10
topiramate,N03AX11
gabapentin,N03AX12
pheneturide,N03AX13
levetiracetam,N03AX14
zonisamide,N03AX15
pregabalin,N03AX16
stiripentol,N03AX17
lacosamide,N03AX18
carisbamate,N03AX19
retigabine,N03AX21
perampanel,N03AX22
brivaracetam,N03AX23
cannabidiol,N03AX24
cenobamate,N03AX25
fenfluramine,N03AX26
beclamide,N03AX30
barbiturates and derivatives,N03AA
methylphenobarbital,N03AA01
phenobarbital,N03AA02
primidone,N03AA03
barbexaclone,N03AA04
metharbital,N03AA30
anti-parkinson drugs,N04
anticholinergic agents,N04A
ethers chemically close to antihistamines,N04AB
etanautine,N04AB01
orphenadrine (chloride),N04AB02
ethers of tropine or tropine derivatives,N04AC
benzatropine,N04AC01
etybenzatropine,N04AC30
dopaminergic agents,N04B
dopa and dopa derivatives,N04BA
levodopa,N04BA01
levodopa and decarboxylase inhibitor,N04BA02
"levodopa, decarboxylase inhibitor and comt inhibitor",N04BA03
melevodopa,N04BA04
melevodopa and decarboxylase inhibitor,N04BA05
etilevodopa and decarboxylase inhibitor,N04BA06
adamantane derivatives,N04BB
amantadine,N04BB01
dopamine agonists,N04BC
bromocriptine,N04BC01
pergolide,N04BC02
dihydroergocryptine mesylate,N04BC03
ropinirole,N04BC04
pramipexole,N04BC05
cabergoline,N04BC06
apomorphine,N04BC07
piribedil,N04BC08
rotigotine,N04BC09
monoamine oxidase b inhibitors,N04BD
selegiline,N04BD01
rasagiline,N04BD02
safinamide,N04BD03
other dopaminergic agents,N04BX
tolcapone,N04BX01
entacapone,N04BX02
budipine,N04BX03
opicapone,N04BX04
other antiparkinson drugs,N04C
other antiparkinson drugs,N04CX
istradefylline,N04CX01
tertiary amines,N04AA
trihexyphenidyl,N04AA01
biperiden,N04AA02
metixene,N04AA03
procyclidine,N04AA04
profenamine,N04AA05
dexetimide,N04AA08
phenglutarimide,N04AA09
mazaticol,N04AA10
bornaprine,N04AA11
tropatepine,N04AA12
psycholeptics,N05
antipsychotics,N05A
phenothiazines with piperazine structure,N05AB
dixyrazine,N05AB01
fluphenazine,N05AB02
perphenazine,N05AB03
prochlorperazine,N05AB04
thiopropazate,N05AB05
trifluoperazine,N05AB06
acetophenazine,N05AB07
thioproperazine,N05AB08
butaperazine,N05AB09
perazine,N05AB10
phenothiazines with piperidine structure,N05AC
periciazine,N05AC01
thioridazine,N05AC02
mesoridazine,N05AC03
pipotiazine,N05AC04
butyrophenone derivatives,N05AD
haloperidol,N05AD01
trifluperidol,N05AD02
melperone,N05AD03
moperone,N05AD04
pipamperone,N05AD05
bromperidol,N05AD06
benperidol,N05AD07
droperidol,N05AD08
fluanisone,N05AD09
indole derivatives,N05AE
oxypertine,N05AE01
molindone,N05AE02
sertindole,N05AE03
ziprasidone,N05AE04
lurasidone,N05AE05
thioxanthene derivatives,N05AF
flupentixol,N05AF01
clopenthixol,N05AF02
chlorprothixene,N05AF03
tiotixene,N05AF04
zuclopenthixol,N05AF05
diphenylbutylpiperidine derivatives,N05AG
fluspirilene,N05AG01
pimozide,N05AG02
penfluridol,N05AG03
"diazepines, oxazepines, thiazepines and oxepines",N05AH
loxapine,N05AH01
clozapine,N05AH02
olanzapine,N05AH03
quetiapine,N05AH04
asenapine,N05AH05
clotiapine,N05AH06
benzamides,N05AL
sulpiride,N05AL01
sultopride,N05AL02
tiapride,N05AL03
remoxipride,N05AL04
amisulpride,N05AL05
veralipride,N05AL06
levosulpiride,N05AL07
lithium,N05AN
lithium,N05AN01
other antipsychotics,N05AX
prothipendyl,N05AX07
risperidone,N05AX08
mosapramine,N05AX10
zotepine,N05AX11
aripiprazole,N05AX12
paliperidone,N05AX13
iloperidone,N05AX14
cariprazine,N05AX15
brexpiprazole,N05AX16
pimavanserin,N05AX17
anxiolytics,N05B
benzodiazepine derivatives,N05BA
diazepam,N05BA01
chlordiazepoxide,N05BA02
medazepam,N05BA03
oxazepam,N05BA04
potassium clorazepate,N05BA05
lorazepam,N05BA06
adinazolam,N05BA07
bromazepam,N05BA08
clobazam,N05BA09
ketazolam,N05BA10
prazepam,N05BA11
alprazolam,N05BA12
halazepam,N05BA13
pinazepam,N05BA14
camazepam,N05BA15
nordazepam,N05BA16
fludiazepam,N05BA17
ethyl loflazepate,N05BA18
etizolam,N05BA19
clotiazepam,N05BA21
cloxazolam,N05BA22
tofisopam,N05BA23
bentazepam,N05BA24
"lorazepam, combinations",N05BA56
diphenylmethane derivatives,N05BB
hydroxyzine,N05BB01
captodiame,N05BB02
"hydroxyzine, combinations",N05BB51
carbamates,N05BC
meprobamate,N05BC01
emylcamate,N05BC03
mebutamate,N05BC04
"meprobamate, combinations",N05BC51
dibenzo-bicyclo-octadiene derivatives,N05BD
benzoctamine,N05BD01
azaspirodecanedione derivatives,N05BE
buspirone,N05BE01
other anxiolytics,N05BX
mephenoxalone,N05BX01
gedocarnil,N05BX02
etifoxine,N05BX03
fabomotizole,N05BX04
lavandulae aetheroleum,N05BX05
hypnotics and sedatives,N05C
"barbiturates, plain",N05CA
pentobarbital,N05CA01
amobarbital,N05CA02
butobarbital,N05CA03
barbital,N05CA04
aprobarbital,N05CA05
secobarbital,N05CA06
talbutal,N05CA07
vinylbital,N05CA08
vinbarbital,N05CA09
cyclobarbital,N05CA10
heptabarbital,N05CA11
reposal,N05CA12
methohexital,N05CA15
hexobarbital,N05CA16
thiopental,N05CA19
etallobarbital,N05CA20
allobarbital,N05CA21
proxibarbal,N05CA22
"barbiturates, combinations",N05CB
combinations of barbiturates,N05CB01
barbiturates in combination with other drugs,N05CB02
aldehydes and derivatives,N05CC
chloral hydrate,N05CC01
chloralodol,N05CC02
acetylglycinamide chloral hydrate,N05CC03
dichloralphenazone,N05CC04
paraldehyde,N05CC05
benzodiazepine derivatives,N05CD
flurazepam,N05CD01
nitrazepam,N05CD02
flunitrazepam,N05CD03
estazolam,N05CD04
triazolam,N05CD05
lormetazepam,N05CD06
temazepam,N05CD07
midazolam,N05CD08
brotizolam,N05CD09
quazepam,N05CD10
loprazolam,N05CD11
doxefazepam,N05CD12
cinolazepam,N05CD13
remimazolam,N05CD14
nimetazepam,N05CD15
piperidinedione derivatives,N05CE
glutethimide,N05CE01
methyprylon,N05CE02
pyrithyldione,N05CE03
benzodiazepine related drugs,N05CF
zopiclone,N05CF01
zolpidem,N05CF02
zaleplon,N05CF03
eszopiclone,N05CF04
melatonin receptor agonists,N05CH
melatonin,N05CH01
ramelteon,N05CH02
tasimelteon,N05CH03
other hypnotics and sedatives,N05CM
methaqualone,N05CM01
clomethiazole,N05CM02
bromisoval,N05CM03
carbromal,N05CM04
scopolamine,N05CM05
propiomazine,N05CM06
triclofos,N05CM07
ethchlorvynol,N05CM08
valerianae radix,N05CM09
hexapropymate,N05CM10
bromides,N05CM11
apronal,N05CM12
valnoctamide,N05CM13
methylpentynol,N05CM15
niaprazine,N05CM16
dexmedetomidine,N05CM18
suvorexant,N05CM19
"hypnotics and sedatives in combination, excl. barbiturates",N05CX
